1    0.000104643    0.0    0.0    148.757    291.313
2    -1.46236e-07    450.188    503694340.0    101.455    512.122
3    7.40617e-07    184.89    39954041.0    94.393    745.182
4    7.25628e-07    108.858    45789825.0    99.445    1014.943
5    5.12788e-07    70.77    21972225.0    2678.196    3966.262
6    4.32001e-07    49.345    15386483.0    3608.813    7890.904
7    3.14875e-07    37.976    18923749.0    4196.049    12423.644
8    3.0625e-07    34.236    20257016.0    4471.486    17309.011
9    2.06656e-07    27.471    12271558.0    4602.525    22362.408
10    1.96484e-07    22.985    11872343.0    5083.252    27811.089
11    1.45136e-07    19.846    10411927.0    4892.491    33165.799
12    1.36222e-07    18.496    14085372.0    5065.55    38712.586
13    1.33039e-07    20.197    12537736.0    4747.908    43955.103
14    1.07286e-07    18.423    13553667.0    5155.809    49577.888
15    1.06521e-07    17.319    10520928.0    4585.45    54682.261
16    9.30875e-08    16.825    12189916.0    4474.967    59524.778
17    1.03181e-07    18.649    13899583.0    4176.106    64089.422
18    9.7013e-08    20.463    13612565.0    4699.326    69153.155
19    9.09128e-08    17.854    12230763.0    4432.708    73923.516
20    9.96044e-08    17.224    12306833.0    5619.657    74085.284
21    7.76853e-08    18.497    14301118.0    74.381    74243.494
22    1.01456e-07    20.527    12873822.0    73.29    74393.103
23    5.71828e-08    18.011    13597612.0    68.994    74541.474
24    9.36753e-08    16.994    12161599.0    68.993    74687.261
25    5.43042e-08    16.035    12150407.0    64.947    74830.259
26    6.42149e-08    17.611    13470174.0    62.077    74985.714
27    5.86505e-08    18.724    13498217.0    61.838    75154.974
28    7.07702e-08    14.95    13930418.0    61.111    75374.04
29    6.32174e-08    13.813    13160172.0    67.332    75762.97
30    6.93039e-08    12.543    12736208.0    126.43    76598.401
31    8.20052e-08    14.845    12949356.0    88.247    77403.111
32    8.77105e-08    15.24    12925469.0    350.247    78689.138
33    8.52292e-08    12.483    14720802.0    643.572    80325.883
34    9.53356e-08    11.926    13411567.0    521.162    81850.996
35    7.93762e-08    13.133    14047475.0    507.772    83750.416
36    1.06026e-07    13.048    15101599.0    640.306    86329.554
37    1.00272e-07    11.963    15604055.0    877.873    88842.072
38    1.04995e-07    11.542    15758208.0    1055.664    92162.96
39    1.04258e-07    11.242    16296438.0    1475.036    95556.068
40    1.01826e-07    11.316    16371621.0    845.461    98906.292
41    1.08094e-07    11.403    16954000.0    967.588    98984.773
42    1.50233e-07    3.294    512336.002    94.61    99051.358
43    1.42565e-07    5.011    6803886.0    29.626    99114.352
44    1.43164e-07    4.448    8852984.0    26.223    99173.581
45    1.319e-07    4.542    7722079.0    23.767    99231.237
46    1.07772e-07    4.353    10212998.0    20.677    99285.963
47    1.29117e-07    3.9    9181289.0    20.934    99334.76
48    1.22736e-07    3.415    7942573.0    18.83    99379.915
49    1.21453e-07    2.986    6253791.0    15.109    99426.087
50    1.08924e-07    2.193    5990635.0    13.373    99466.32
51    1.14261e-07    1.26    5481358.0    12.48    99507.029
52    1.11768e-07    1.02    -0.999    10.872    99553.454
53    1.10477e-07    1.579    0.001    8.578    99605.947
54    1.09011e-07    1.661    726341.0    8.926    99659.534
55    1.09683e-07    1.042    1250990.0    7.082    99693.83
56    1.09383e-07    0.0    0.0    6.976    99693.83
